id,doi,title,journal,issue,volume,articleType,year
68041,10.1103/PhysRevA.41.1324,"Electron-impact excitation of the x <span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><mmultiscripts><mrow><mi>Σ</mi></mrow><mrow><mi>g</mi></mrow><mrow><mi mathvariant=""normal"">−</mi></mrow><mrow></mrow><mrow></mrow><mprescripts></mprescripts><mrow></mrow><mrow><mn>1</mn></mrow><mrow></mrow><mrow></mrow></mmultiscripts></mrow></math></span>, y <span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><mmultiscripts><mrow><mi>Π</mi></mrow><mrow><mi>g</mi></mrow><mrow></mrow><mrow></mrow><mrow></mrow><mprescripts></mprescripts><mrow></mrow><mrow><mn>1</mn></mrow><mrow></mrow><mrow></mrow></mmultiscripts></mrow></math></span>, and <span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><msub><mrow><mi>o</mi></mrow><mrow><mn>3</mn></mrow></msub></mrow></math></span> <span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><mmultiscripts><mrow><mi>Π</mi></mrow><mrow><mi>u</mi></mrow><mrow></mrow><mrow></mrow><mrow></mrow><mprescripts></mprescripts><mrow></mrow><mrow><mn>1</mn></mrow><mrow></mrow><mrow></mrow></mmultiscripts></mrow></math></span> Rydberg electronic states of the nitrogen molecule",PRA,3,41,article,1990
68042,10.1103/PhysRevA.41.1335,"Observation of 2<span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><msup><mrow><mi>p</mi></mrow><mrow><mn>3</mn></mrow></msup></mrow></math></span> states in the electron-ionization efficiency curve of helium between 58 and 59 eV",PRA,3,41,article,1990
68043,10.1103/PhysRevA.41.134,"C 1<i>s</i> ionization in <span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><msub><mrow><mi mathvariant=""normal"">C</mi></mrow><mrow><mn>2</mn></mrow></msub></mrow></math></span><span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><msub><mrow><mi mathvariant=""normal"">H</mi></mrow><mrow><mn>2</mn></mrow></msub></mrow></math></span> studied by asymmetric (<i>e</i>,<i>2e</i>) experiments",PRA,1,41,article,1990
68044,10.1103/PhysRevA.41.1340,"Two-photon absorption and photoionization cross-section measurements in the 5<span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><msup><mrow><mi>p</mi></mrow><mrow><mn>5</mn></mrow></msup></mrow></math></span>6p configuration of xenon",PRA,3,41,article,1990
68045,10.1103/PhysRevA.41.1350,Low-order perturbation theory for shake-up cross sections in atomic photoionization in a local-potential model,PRA,3,41,article,1990
68046,10.1103/PhysRevA.41.1361,Propagator for the time-dependent harmonic oscillator,PRA,3,41,article,1990
68047,10.1103/PhysRevA.41.1365,Electron-loss calculations using the free-collision model,PRA,3,41,article,1990
68048,10.1103/PhysRevA.41.1375,Correlation enhancement of the electron-impact ionization cross section for excited-state Ne-like ions,PRA,3,41,article,1990
68049,10.1103/PhysRevA.41.1383,Dynamics of neutral vacuum decay,PRA,3,41,article,1990
68050,10.1103/PhysRevA.41.1392,"Ionization and excitation of <span class=""aps-inline-formula""><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><msup><mrow><mi>np</mi></mrow><mrow><mn>4</mn></mrow></msup></mrow></math></span>(n+1)p levels of noble gases by electron impact",PRA,3,41,article,1990
